,0,neg,neu,pos
176,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead  221103000011'],0.203,0.677,0.12
177,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report    Farmers TradeWar Tariffs20190730 22100100000'],0.168,0.733,0.099
178,['Socialism like youre giving farmers due to a presidential trade war socialism like paved roads Seems like you only like to put fear in the ignorant with words they dont comprehend20190730 22095800001'],0.206,0.516,0.278
179,['realDonaldTrump Breaks another Major Campaign Promise Just announced probably backing off Trade War with China also not making any budget cuts til after 2020 andof courseno bigger better healthcare plan GOP Going Down in Flames JohnCornyn SenTedCruz TXRandy1420190730 22095100000'],0.131,0.733,0.136
180,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead  20190730 22092100002'],0.193,0.693,0.114
181,['there are early signs that business spending may be rebounding with core durable goods orders turning positive the past two months Clinton McGarvin CFA equities economy tradewar homesales Europe treasuries  20190730 22091100001'],0.0,0.845,0.155
182,['OVER 50 of federal aid meant to help with the negative impacts of the China trade war went to the largest and wealthiest farms according to Dept of AG data Why it matters The Trump admin prioritized aid to farms that produced high volumes leaving smaller farms behind20190730 22090400000'],0.13,0.751,0.119
183,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report   20190730 22082500000'],0.184,0.708,0.108
184,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  Raw Story  20190730 22075000003'],0.168,0.733,0.099
185,['So a lot of small farms are going to go under during the trade war And their fields acquired by big corporations Eventually Trump will point to the increase in stock value of those big companies as a sign of success20190730 22074300002'],0.086,0.811,0.103
186,['When you believe in things that you dont understand then you suffer Stevie Wonder MAGA Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report   20190730 22074100000'],0.191,0.749,0.059
187,['Of course he did Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  20190730 22073300000'],0.155,0.754,0.091
188,['Wall Street ends with benchmarks in the red ahead of Fed on trade war pessimism  20190730 22065000000'],0.299,0.701,0.0
189,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  20190730 22063800000'],0.184,0.708,0.108
190,['RT RawStory Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  20190730 22063500000'],0.168,0.733,0.099
191,['How fucking PREDICTABLE Anybody who didnt expect this bailout for farmers to be a bigbucks scam had to be neckdeep in Trumps nether regions Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  20190730 22061600004'],0.192,0.759,0.049
192,['Via RawStory Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  pictwittercomkU08Jf7HRo20190730 22060900000'],0.168,0.733,0.099
193,['The EU wants to start a trade war we will just end up buying cars from the US or other non EU countries instead These days they are all designed for leftright hand drive fitment In fact such a trade embargo will help us kick start industry and new trade deals so bring it on20190730 22060400000'],0.064,0.839,0.097
194,['New post How the USChina trade war hurts American entrepreneurs  20190730 22052300000'],0.412,0.588,0.0
195,['Wall Street ends with benchmarks in the red ahead of Fed on trade war pessimism  20190730 22045300000'],0.299,0.701,0.0
196,['Wall Street ends with benchmarks in the red ahead of Fed on trade war pessimism  20190730 22043300000'],0.299,0.701,0.0
197,['Apples Tim Cook  AAPL is investigating capability of making Mac Book Pro domestically TradeWar20190730 22040800001'],0.0,1.0,0.0
198,['Wall Street ends with benchmarks in the red ahead of Fed on trade war pessimism  20190730 22040400000'],0.299,0.701,0.0
199,['crypto cryptocurrency bitcoin Sony warns price increase for PlayStation if US continues with trade war  pictwittercombYKQv9Jik320190730 22035800000'],0.245,0.648,0.106
200,['Wall Street ends with benchmarks in the red ahead of Fed on trade war pessimism  20190730 22035800000'],0.299,0.701,0.0
201,['Wall Street ends with benchmarks in the red ahead of Fed on trade war pessimism  20190730 22033800000'],0.299,0.701,0.0
