,0,neg,neu,pos
328,['Verizon Galaxy S10 Family Gets May Security Patch Camera Enhancements'],0,0.789,0.211
329,['Verizon Galaxy S10 5G now available for purchase instore but there still isnt much of a 5G network to connect to '],0,1,0
330,['Verizons Galaxy S10 5G is Now Available Without Much of a 5G Network galaxys105g '],0,1,0
331,['Ill be leaving the Galaxy S10 for the OnePlus 7 Pro '],0,1,0
332,['Bye Bye Galaxy S10 Hello OnePlus 7 Pro'],0,1,0
333,['DEAL US Unlocked Galaxy S10 S10 and S10e All at Least 100 Off at Amazon galaxys10 '],0,0.904,0.096
334,['Verizon Galaxy S10 S10 S10e Updated With April Security Patch'],0,0.789,0.211
335,['DEAL Buy Unlocked Galaxy S9 or S9 Get a Free 512GB SD Card and Wireless Charger galaxys9 '],0,0.829,0.171
336,['We discussed the Galaxy Fold drama on the DL Show this week '],0,1,0
337,['Verizon CEO says Galaxy Note 10 will have 5G '],0,1,0
338,['Galaxy S10 5G is up for preorder for those who are fortunate enough to live near 5G '],0,0.854,0.146
339,['Verizon CEO Galaxy Note 10 Will Have 5G'],0,1,0
340,['Verizons Galaxy S10 5G starts at 1300'],0,1,0
341,['Get Ready for Verizon Galaxy S10 5G PreOrders and Bonuses galaxys105g '],0,0.621,0.379
342,['Galaxy Fold teardown reveals its quite a fragile device '],0,1,0
343,['We now have specs and pricing for the Galaxy View 2 on ATampT Available this Friday for 37month on ATampT Next '],0,1,0
344,['Galaxy Fold Gets a Teardown an Accident Waiting to Happen'],0.279,0.721,0
345,['ATampT Unveils Galaxy View 2 on YouTube a 173 FHD Display Behemoth'],0,1,0
346,['Bright Night will now be a standalone camera mode on the Galaxy S10 '],0,1,0
347,['If youre buying a Galaxy Fold heres what NOT to do '],0,1,0
348,['Uh oh Galaxy Fold review units are breaking '],0,1,0
349,['If You Buy a Galaxy Fold Dont Remove Its Protective Layer galaxyfold '],0,1,0
350,['Galaxy Fold Review Units are Breaking GalaxyFold '],0,1,0
351,['Is the Galaxy Fold bad']--------------,0,1,0
352,['Early adopters you can preorder the Galaxy Fold'],0,1,0
353,['Verizon Galaxy Note 9 Receiving April Security Patch'],0,0.714,0.286
354,['Galaxy Fold preorders are live galaxyfold '],0,1,0
355,['Galaxy Fold Reservations are Now Open galaxyfold '],0,1,0
356,['Galaxy A80 comes with popup flippy camera action '],0,1,0
357,['Dont know which Galaxy S10 to buy We can help '],0,0.787,0.213
358,['Which Galaxy S10 Should You Buy galaxys10 '],0,1,0
359,['Ready to have your choice in Galaxy Note 10 models'],0,1,0
360,['US unlocked Galaxy S8 S8 and Note 8 grabbed their Pie One UI updates today'],0,1,0
361,['A Smaller Galaxy Note 10 Yes Please galaxynote10 '],0,0.583,0.417
362,['US Unlocked Galaxy S8 S8 and Note 8 Now Receiving Pie and One UI Update'],0,1,0
363,['Verizon Galaxy S10 S10 and S10e All Receive New Update'],0,1,0
364,['DEAL Unlocked Galaxy S9 on sale for 499 S9 for 599 100 off '],0,1,0
365,['TMobile Galaxy Note 8 gets its Pie One UI update '],0,1,0
366,['DEAL Get an Unlocked Galaxy S9 for 499 Galaxy S9 for 599 100 Off'],0,1,0
367,['TMobile Galaxy Note 8 Pie One UI Update is Here'],0,1,0
368,['Report says Verizons Galaxy S10 5G will go on sale starting April 18 '],0,1,0
369,['VIDEO 5 reasons you should buy the Galaxy S10S10'],0,1,0
370,['Report Verizon Galaxy S10 5G Goes on Sale April 18'],0,1,0
371,['Video 5 Reasons to Buy the Galaxy S10S10'],0,1,0
372,['Verizon Galaxy S8 Note 8 get that Pie and One UI '],0,1,0
373,['Verizons Galaxy S8 and Note 8 Join the Pie One UI Update Party'],0,0.833,0.167
374,['Verizon Galaxy S7 S7 Edge S9 and S9 Receive March Security Patch'],0,0.821,0.179
375,['VIDEO 26 minutes worth of cases for the Galaxy S10 '],0,0.84,0.16
376,['Galaxy S10 5G availability begins April 5 in South Korea '],0,1,0
377,['Video Need a Case for Your Galaxy S10 There Are Lots of Options to Choose From'],0,1,0
378,['We Know When You Can Start Buying the Galaxy S10 5G galaxys105g '],0,1,0
379,['Galaxy S7 is Old so Itll Now Only Get Quarterly Security Updates galaxys7 '],0,0.844,0.156
380,['TMobile ATampT Galaxy Note 8 and S8 phones are getting that fresh slice of Pie '],0,0.859,0.141
381,['Fresh Pie Updates for TMobile ATampT Galaxy Note 8 and S8 Phones are Here'],0,1,0
382,['That Energy Ring app now supports the Galaxy S10 too Sweet'],0,0.662,0.338
383,['Report says the Galaxy Note 10 may have no physical buttons '],0.167,0.833,0
384,['Report Galaxy Note 10 Coming in August May Have No Physical Buttons'],0.167,0.833,0
385,['Here is the Galaxy FoldFolding galaxyfold '],0,1,0
386,['Energy Ring app turns your Galaxy S10 S10e display cutout into a battery level indicator '],0,1,0
387,['Sprint Galaxy S8 S8 and Note 8 Updated to Pie'],0,1,0
388,['Energy Ring for Galaxy S10 S10e Brings a Battery Indicator to Your Displays Cutout'],0,1,0
389,['ATampT Galaxy Fold in the wild sports a sweet display crease'],0,0.75,0.25
390,['In this weeks podcast we cover our Galaxy S10 reviews and the launch of Android Q'],0,1,0
391,['This collection of wallpapers embrace the Galaxy S10s display cutout '],0,0.813,0.187
392,['Our Galaxy S10e review is up We like it '],0,0.783,0.217
393,['You Need These Wallpapers That Embrace Your GalaxyS10 Display Cutout'],0,0.796,0.204
394,['Our Galaxy S10 review is here galaxys10 '],0,1,0
395,['280 off the Galaxy Note 9 right now at Amazon'],0,1,0
396,['DEAL US Unlocked Galaxy Note 9 Down to 719 at Amazon 280 off'],0,0.866,0.134
397,['Weve got 20 tips amp tricks for the whole Galaxy S10 family'],0.12,0.88,0
398,['20 Galaxy S10 S10 amp S10e Tips and Tricks galaxys10 '],0.13,0.87,0
399,['Verizon Galaxy Note 9 Android Pie Update is Ready'],0,1,0
400,['Here are a few Galaxy S10e tricks you may not have known about '],0.111,0.889,0
401,['We have the first 10 things to do with the Galaxy S10 and S10 '],0,1,0
402,['Galaxy S10e Some of Its Cool Sht You May Not Know About galaxys10e '],0,0.85,0.15
403,['Galaxy S10 First 10 Things to Do']----,0,1,0
404,['Ankers 10W Fast Wireless Charger at 1299 is Here for Your New GalaxyS10'],0,1,0
405,['Galaxy S10 Owners Treated to 6 Months of Spotify Premium 4 Months of YouTube Premium'],0,1,0
406,['Galaxy S10 preorders are arriving at the door What are your first impressions'],0,1,0
407,['We unbox the Galaxy S10 in Ceramic White'],0,1,0
408,['Your Galaxy S10 PreOrders are Here First Reactions GalaxyS10 '],0,1,0
409,['VIDEO Galaxy S10 Unboxing']-----------,0,1,0
410,['Probably Running Out of Time to Get 550 Off for Trades on Galaxy S10 galaxys10 '],0,1,0
411,['iFixit Tears Down the Galaxy S10 Lineup Finds Self Repairability to be a Nightmare'],0.137,0.863,0
412,['Weve got the first 10 things you should do with the Galaxy S10e '],0,1,0
413,['February patch rolling out to Verizon Galaxy S8 S8 and Note 8 '],0,1,0
414,[' Full review for Galaxy S10 will be 855 for sure but not sure about the 10e It will likely be a mi '],0,0.82,0.18
415,['Galaxy S10e First 10 Things to Do']---,0,1,0
416,['Verizon Galaxy S8 S8 and Note 8 Receive February Security Patch'],0,0.789,0.211
417,['Galaxy S10 receives A grade from DisplayMate '],0,1,0
418,['Galaxy S10 preorders are shipping out and will hit doorsteps a couple days early'],0,1,0
419,['We unboxed and went handson with the Galaxy S10e last week Its very bright '],0,0.814,0.186
420,['DisplayMate Praises Galaxy S10 Most Color Accurate Display We Have Ever Tested'],0,0.764,0.236
421,['Galaxy S10 preorders are shipping early galaxys10 '],0,1,0
422,['We unbox the Galaxy S10e In Canary Yellow Hot '],0,1,0
423,['TMobile Galaxy Note 9 gets Pie update '],0,1,0
424,['VIDEO Galaxy S10e Unboxing']----------,0,1,0
425,['Netflix Certifies Galaxy S10 Lineup for HDR Support'],0,1,0
426,['TMobile Galaxy Note 9 Receiving Pie Update'],0,1,0
427,['Poll Screen Protector or Nah galaxys10 '],0.189,0.811,0
428,['Galaxy S10 S10 preorders now come with a 130 gift certificate galaxys10 '],0,0.791,0.209
429,['DEAL Galaxy S10 S10 PreOrders Now Include 130 Gift Certificate galaxys10 '],0,0.791,0.209
430,['Verizon Galaxy S9 S9 and Moto Z2 Play Updated With February Security Patch'],0,0.696,0.304
431,['4 rear cameras on the Galaxy Note 10 Sounds good '],0,0.775,0.225
432,['Galaxy Note 10 Rumored to Sport 4 Rear Cameras Just Like the Galaxy S10 5G'],0,0.839,0.161
433,['If Youre Planning to Buy a Galaxy Fold Note That Supplies Will be Limited'],0,1,0
434,['DEAL PreOrder New Galaxy Watch Active Get a Free 60 Wireless Charging Pad galaxywatchactive '],0,0.667,0.333
435,['DxOMarks Galaxy S10 camera ranking makes it sound like an incredible shooter '],0,0.828,0.172
436,['We Investigate Is the Galaxy Fold bad'],0,1,0
437,['Galaxy S10 wallpapers are now downloadable for all to enjoy '],0,0.758,0.242
438,['Galaxy S10 Bixby button is completely remappable right out of the box '],0,1,0
439,['Buying a Galaxy S10e for 200 seems like a good bargain '],0,0.493,0.507
440,['Galaxy S10 DxOMark Camera Ranking is Really Really Good'],0,1,0
441,['Is the Galaxy Fold Bad galaxyfold ']--,0.368,0.632,0
442,['Galaxy S10 Wallpapers are Available for Download'],0,1,0
443,['Galaxy S10 Bixby Button is Remappable Out of the Box'],0,1,0
444,['I Went Galaxy S10e Traded in a Galaxy S9 and Will Pay Just 200 galaxys10e '],0.091,0.909,0
445,['Galaxy S10 preorders are opening any minute  here are the prices deals etc galaxys10 '],0,1,0
446,['Poll You buying a Galaxy Fold']-------,0,1,0
447,['Galaxy S10 early preorder emails going out to those who reserved'],0,1,0
448,['Poll You buying a Galaxy S10 Which one'],0,1,0
449,['We played with the Galaxy S10 family'],0,0.714,0.286
450,['The Galaxy Watch and Galaxy Buds']----,0,1,0
451,['Galaxy S10 family specs']-------------,0,1,0
452,['The Galaxy S10 galaxys10 ']-----------,0,1,0
453,['The Galaxy Fold galaxyfold']----------,0,1,0
454,['Galaxy S10 Availability Pricing Deals All Carriers Up to 1600 galaxys10 '],0,1,0
455,['Poll Are You Buying a Galaxy Fold']---,0,1,0
456,['OMG We Played With the Galaxy S10 Galaxy S10and S10e galaxys10 '],0,0.821,0.179
457,['Poll Which GalaxyS10 are You Buying']-,0,1,0
458,['GALAXY FOLD']-------------------------,0,1,0
459,['Galaxy S10 promo videos are here and the phone hasnt been announced yet galaxys10 '],0,1,0
460,['We know of at least 1 screen protector thatll work properly with the Galaxy S10'],0,1,0
461,['Galaxy S10 leaks on Galaxy S10 leaks'],0,1,0
462,['Whitestone Screen Protector 2Pack for Galaxy S10 Costs 60 Doesnt Have Giant Hole'],0,1,0
463,['This Galaxy S10 S10 Video Wasnt Supposed to Arrive This Early galaxys10 '],0,1,0
464,['US Unlocked Galaxy S9 S9 Now Receiving Android Pie One UI Update'],0,1,0
465,['Unlocked Galaxy S9 Comes in Last Again With Big Updates'],0,1,0
466,['Our First Look at the Galaxy S10 in Luxurious Ceramic White'],0,1,0
467,['TMobile Galaxy S9 S9 units getting that Pie update once again '],0,1,0
468,['Haha This Galaxy S10 Screen Protector has a Giant Hole'],0,1,0
469,['TMobile Galaxy S9 Pie update is back and rolling out'],0,1,0
470,['Specs galore for the Galaxy S10 S10 and S10e '],0,1,0
471,['Galaxy S10 S10 S10e Finalized Specs Reportedly Detailed in Full'],0,1,0
472,['TMobile Galaxy S9 S9 Get Android 9 Pie Update and RCS Universal Profile 10'],0,1,0
473,['Galaxy S10 indisplay fingerprint reader probably confirmed'],0,1,0
474,['Galaxy S10 may have reverse wireless charging and thats not really as cool as you think'],0.126,0.874,0
475,['A First Look at the Galaxy S10 InDisplay Fingerprint Reader is Here'],0,1,0
476,['Reverse Wireless Charging in the Galaxy S10OK galaxys10 '],0,1,0
477,['Your Next Galaxy Note S Pen May Double as a Camera'],0,1,0
478,['Heres the Galaxy S10e the lower cost S10 model '],0.196,0.804,0
479,['Verizon Moto G6 G6 Play LG V40 Galaxy Note 8 and RED Hydrogen One Get Security Patches'],0,0.745,0.255
480,['Heres the Galaxy S10e the Lower Cost Model'],0.239,0.761,0
481,['Highres Galaxy S10 and S10 images are here'],0,1,0
482,['Sprint and ATampT Galaxy S9 phones all got Pie and One UI updates today'],0,1,0
483,['So many GalaxyS10 pics today']--------,0,1,0
484,['Weve Got a First Galaxy Note 9 Pie Update in the US galaxynote9 '],0,1,0
485,['Heres a HighRes Image of the Galaxy S10 galaxys10 '],0,1,0
486,['Sprint Galaxy S9 Gets Android Pie One UI Update Too galaxys9 '],0,1,0
487,['Verizon Galaxy S9 and S9 get updated with Pie and One UI '],0,1,0
488,['Verizon Galaxy S9 S9 Now Getting Android Pie and One UI Update galaxys9 '],0,1,0
489,['Galaxy Buds Reported to Launch Alongside Galaxy S10'],0,1,0
490,['You buying the 1TB Galaxy S10']-------,0,1,0
491,['Galaxy S9 on Xfinity Mobile getting Android Pie One UI update '],0,1,0
492,['Android Pie Beta Now Open to US Galaxy S8 S8 and Note 8'],0,1,0
493,['This is our best look at the Galaxy S10 and S10 yet '],0,0.741,0.259
494,['A Spicy New Look at the Galaxy S10 and Galaxy S10 galaxys10 '],0,1,0
495,['Blockchain KeyStore spotted in Galaxy S10 software '],0,1,0
496,['Is a 1500 Galaxy S10 with 5G connectivity DOA'],0,1,0
497,['Haha What Galaxy S10 Leak Reveals a Blockchain KeyStore galaxys10 '],0.211,0.789,0
498,['Galaxy S10 With 5G Reported to Cost Over 1500'],0,1,0
499,['Unlocked Galaxy Note 9 is even cheaper now than it was earlier today 270 off'],0,1,0
500,['DEAL US Unlocked Galaxy Note 9 is 754 at Amazon Today 245 Off galaxynote9 '],0,0.884,0.116
501,['Heres the Galaxy S10 E Galaxy S10 and Galaxy S10 '],0,1,0
502,['Verizon LG V30 Galaxy S8 and S8 Updated With January Security Patch'],0,0.821,0.179
503,['Wow Look at These Galaxy S10 Cases']--,0,1,0
504,['DEAL Unlocked Galaxy S9 at 525 is a Good Price galayxs9 '],0,0.775,0.225
505,['Galaxy S8 S8 Note 8 One UI Beta Now Open in Select Markets'],0,1,0
506,['Everything we know about the Galaxy S10 and all of its variants in one handy dandy post '],0,1,0
507,['Reported specs for the Galaxy S10 X are nuts '],0.223,0.777,0
508,['Verizon Galaxy S8 S8 Get December Security Patch'],0,0.745,0.255
509,['Galaxy S10 unveiling confirmed for February 20 '],0,1,0
510,['TMobile Galaxy Note 9 Note 8 get RCS Universal Profile 10 support'],0,1,0
511,['TMobile Galaxy Note 9 Note 8 Get RCS Universal Profile 10 Support'],0,1,0
512,['Oh This the Galaxy S10 galaxys10 ']---,0,1,0
513,['Actual Photo of Galaxy S10 Emerges Hole Punch Notch and All'],0,1,0
514,['Lots of Galaxy Phones on TMobile are Getting Security Patch Updates'],0,0.806,0.194
515,['Verizon Galaxy S9 S9 and Note 8 Updated With December Security Patch'],0,0.806,0.194
516,['Galaxy Note 9 Getting One UI Beta 2 Update With Lots of Bug Squashing'],0,1,0
517,['Galaxy A8s with InfinityO display is confirmed for China '],0,1,0
518,['One UI registration opens again for Galaxy Note 9 owners You best hurry'],0,0.724,0.276
519,['Galaxy Note 9 owners you get in the One UI beta'],0,1,0
520,['One UI Beta Opened to Limited Number of Galaxy Note 9 Owners'],0.156,0.738,0.107
521,['Amazon is selling Galaxy devices at 200 discount bundled with Amazon Echo devices '],0,0.884,0.116
522,['DEAL Amazon Selling Galaxy S9 S9 Note 9 200 Off With Free Echo 2nd Gen Echo Spot'],0,0.737,0.263
523,['Camera Shootout Pixel 3 XL vs OnePlus 6T vs RED Hydrogen One vs Galaxy Note 9 vs Mate 20 Pro'],0,1,0
524,['Ready for a Galaxy S phone with 5G connectivity and 6 cameras Its apparently coming '],0,1,0
525,['Report Variant of Galaxy S10 to Offer 5G Four Rear Cameras'],0,1,0
526,['Galaxy S10 May Skip the Notch for an InfinityO Display galaxys10 '],0,1,0
527,['Black Friday deals for Google products Galaxy Phones are lookin good'],0,1,0
528,['Verizon Updates Galaxy S9 RED Hydrogen Moto Z and More'],0,1,0
529,['You Buying a Foldable Galaxy F Phone for 1700'],0,1,0
530,['Black Friday 2018 Deals Lookin Great for Pixel 3 Galaxy Phones deals '],0,0.728,0.272
531,['Instant Tethering Comes to More Chromebooks and Android Devices'],0,1,0
532,,,,
