,0,neg,neu,pos,compound
471,['US readers this is the cheapest Samsung laptop weve seen this year and its a real stunner '],0.0,1.0,0.0,0.0
472,['Samsung Galaxy Tab S6 review The last of a dying breed  '],0.0,1.0,0.0,0.0
473,['Samsungs Galaxy Fold 2 could arrive as soon as April 2020 '],0.0,1.0,0.0,0.0
474,['Samsung says fingerprint security fix is coming as early as next week  '],0.0,0.833,0.167,0.34
475,['A bug lets any fingerprint unlock the Galaxy S10 and Note 10 and Samsung blames phone covers '],0.137,0.863,0.0,-0.4019
476,['Samsung Issues Statement on Fingerprint Vulnerability Software Update is Coming'],0.174,0.826,0.0,-0.2263
477,['A bug lets any fingerprint unlock the Galaxy S10 and Note 10 and Samsung blames phone covers '],0.137,0.863,0.0,-0.4019
478,['Samsung says fingerprint security fix is coming as early as next week  '],0.0,0.833,0.167,0.34
479,['Samsungs Galaxy Fold finally arrives in Australia next week '],0.0,1.0,0.0,0.0
480,['Samsung patent application reveals augmented reality headset design  '],0.0,1.0,0.0,0.0
481,['The LG G8X ThinQ with Dual Screen a twoscreen foldable alternative onethird the price of a Samsung Galaxy Fold '],0.0,1.0,0.0,0.0
482,['Samsung patent application reveals augmented reality headset design  '],0.0,1.0,0.0,0.0
483,['Samsung has reportedly fixed the Galaxy S10 fingerprint recognition issue  '],0.0,1.0,0.0,0.0
484,['Samsung announces more powerful Exynos processor without builtin 5G  '],0.0,0.744,0.256,0.4754
485,['RBS pulls Samsung Galaxy S10 app over security flaw '],0.0,0.789,0.211,0.34
486,['Pixel 4 XL Teardown Reveals Samsung Display Almost Decent Repairability Score'],0.0,1.0,0.0,0.0
487,['Samsung Sony Moto and more phones set to issue Android 10 update by end of year  '],0.0,1.0,0.0,0.0
488,['When it comes to the Samsung Galaxy S11 weve got a list of the things wed like to see Because its never too ea '],0.0,0.902,0.098,0.3612
489,['Black Friday TV sale at Walmart early access deals from Vizio Samsung amp more '],0.0,1.0,0.0,0.0
490,['A month with the improved Samsung Galaxy Fold and I actually still like it '],0.0,0.682,0.318,0.6808
491,['One month with the Samsung Galaxy Fold Folding is believing'],0.0,1.0,0.0,0.0
492,['Samsungs space selfie balloon crashlands on Michigan farm  '],0.0,1.0,0.0,0.0
493,['Samsungs space selfie satellite plummets from sky onto Michigan horse farm '],0.0,1.0,0.0,0.0
494,['Samsungs space selfie satellite plummets from sky onto Michigan horse farm '],0.0,1.0,0.0,0.0
495,['Is this a case of Samsung borrowing a popular idea from Apple '],0.0,0.781,0.219,0.4215
496,['Samsungs new Galaxy Book Flex and Ion laptops bring better designs to the lineup  '],0.0,0.828,0.172,0.4404
497,['Samsungs new laptops charge phones with their touchpad  by  '],0.0,1.0,0.0,0.0
498,['Samsungs new Galaxy Books double as a wireless charger '],0.0,1.0,0.0,0.0
499,['Samsung unveils new foldable compact phone concept '],0.0,1.0,0.0,0.0
500,['Samsung introduces a fleet of Ultrabooks with the first QLED displays for laptops  '],0.0,1.0,0.0,0.0
501,['Samsungs clamshell foldable design is the future of the Galaxy Fold  '],0.0,1.0,0.0,0.0
502,['Samsung Showcases Foldable Phone Concept With Clamshell Design'],0.0,1.0,0.0,0.0
503,['Samsung brings big bright QLED displays to laptops for the first time '],0.0,0.805,0.195,0.4404
504,['Samsung teases a clamshell foldable form factor  by  '],0.239,0.761,0.0,-0.296
505,['Samsung Unveils Another Smart Speaker That May Never Launch'],0.0,0.748,0.252,0.4019
506,['Samsungs second foldable is a flip phone with a nextgen design '],0.0,1.0,0.0,0.0
507,['Samsungs flagship laptops go QLED  our handson Samsung Galaxy Book Flex review  '],0.0,0.896,0.104,0.1027
508,['Samsung brings big bright QLED displays to laptops for the first time '],0.0,0.805,0.195,0.4404
509,['Samsungs second foldable is a flip phone with a nextgen design '],0.0,1.0,0.0,0.0
510,['We saw it today  Samsung is teasing a Galaxy Home Mini before launching the actual Galaxy Home '],0.075,0.925,0.0,-0.0772
511,['Samsung brings QLED to the midrange  our handson Samsung Galaxy Book Ion review  '],0.0,1.0,0.0,0.0
512,['Samsungs new Galaxy Book Flex and Ion laptops bring better designs to the lineup  '],0.0,0.828,0.172,0.4404
513,['Samsung Galaxy Fold rereview here we go again  '],0.0,1.0,0.0,0.0
514,['Samsungs newest rugged tablet is available now in the US starting at 59999  '],0.0,1.0,0.0,0.0
515,['Samsung ramps up its B2B partner and developer efforts  by  '],0.0,1.0,0.0,0.0
516,['RT  Samsungs 65inch Q60 QLED 4K TV is 997 at Amazon which is the lowest price that weve seen so far If youre looking for'],0.095,0.842,0.062,-0.2263
517,['Samsung One UI 2 Gets an Official Reveal With Smarter Dark Mode More'],0.0,0.786,0.214,0.4588
518,['Why is Samsungs Galaxy S9 flagship struggling '],0.275,0.588,0.137,-0.34
519,['Samsung Galaxy Note 9 warns of wonky photos '],0.167,0.833,0.0,-0.1027
520,['Samsung Still Seems Confused on Its Foldable Phone But Itll Run Special Android galaxys10 '],0.091,0.714,0.195,0.4404
521,['Samsungs Galaxy Home Bixby Speaker Arrives at FCC in Time for Launch Details'],0.0,1.0,0.0,0.0
522,['Samsungs new One UI looks pretty is ready for Galaxy S9 and Note 9 beta testers'],0.0,0.695,0.305,0.6908
523,['DEAL Verizon Galaxy S9 Note 9 are 100 Off From Samsung With 300 Bonus Bundle galaxynote9 '],0.0,0.811,0.189,0.5423
524,['Black Friday 2018 Deals Lookin Great for Pixel 3 Galaxy Phones deals '],0.0,0.728,0.272,0.6249
525,['You Buying a Foldable Galaxy F Phone for 1700'],0.0,1.0,0.0,0.0
526,['Verizon Updates Galaxy S9 RED Hydrogen Moto Z and More'],0.0,1.0,0.0,0.0
527,['Black Friday deals for Google products Galaxy Phones are lookin good'],0.0,1.0,0.0,0.0
528,['Galaxy S10 May Skip the Notch for an InfinityO Display galaxys10 '],0.0,1.0,0.0,0.0
529,['Samsung might skip the notch on Galaxy S10 and go with InfinityO'],0.0,1.0,0.0,0.0
530,['Samsung One UI and Pie Beta Program Now Live in the US for S9 galaxys9 '],0.0,1.0,0.0,0.0
531,['Video First Look at Samsung One UI Beta on Galaxy S9 galaxys9 '],0.0,1.0,0.0,0.0
532,['Samsungs One UI Beta with Android Pie goes live for Galaxy S9 S9'],0.0,1.0,0.0,0.0
533,['Video Tour of Samsungs new One UI on a Galaxy S9 galaxys9 '],0.0,1.0,0.0,0.0
534,['Samsung Black Friday Deals Now Live Up to 300 Off Galaxy Note 9 S9 and S9 BlackFriday2018 '],0.0,1.0,0.0,0.0
535,['DEAL Amazon Matches Samsungs 200 Off Galaxy S9 S9 and Note 9 Deal BlackFriday2018 '],0.0,0.884,0.116,0.1779
536,['Report Variant of Galaxy S10 to Offer 5G Four Rear Cameras'],0.0,1.0,0.0,0.0
537,['Ready for a Galaxy S phone with 5G connectivity and 6 cameras Its apparently coming '],0.0,1.0,0.0,0.0
538,['Camera Shootout Pixel 3 XL vs OnePlus 6T vs RED Hydrogen One vs Galaxy Note 9 vs Mate 20 Pro'],0.0,1.0,0.0,0.0
539,['DEAL Amazon Selling Galaxy S9 S9 Note 9 200 Off With Free Echo 2nd Gen Echo Spot'],0.0,0.737,0.263,0.6124
540,['Verizon Samsung Galaxy Devices LG V40 ThinQ Receive Security Patch Updates'],0.0,0.806,0.194,0.34
541,['Amazon is selling Galaxy devices at 200 discount bundled with Amazon Echo devices '],0.0,0.884,0.116,0.1779
542,['One UI Beta Opened to Limited Number of Galaxy Note 9 Owners'],0.156,0.738,0.107,-0.1531
543,['Buy a Samsung Galaxy on TMobile Get Free 50 4K Smart TV'],0.0,0.6,0.4,0.7184
544,['Galaxy Note 9 owners you get in the One UI beta'],0.0,1.0,0.0,0.0
545,['DEAL Verizon Galaxy Note 9 300 Off Today Only From Samsung GalaxyNote9 '],0.0,1.0,0.0,0.0
546,['One UI registration opens again for Galaxy Note 9 owners You best hurry'],0.0,0.724,0.276,0.6369
547,['Samsung Galaxy A8s With Infinity O Display Official for China'],0.0,1.0,0.0,0.0
548,['Galaxy A8s with InfinityO display is confirmed for China '],0.0,1.0,0.0,0.0
549,['Galaxy Note 9 Getting One UI Beta 2 Update With Lots of Bug Squashing'],0.0,1.0,0.0,0.0
550,['DEAL Samsung Drops 300 Off Carrier Galaxy Note 9 250 Off Galaxy S9 galaxynote9 '],0.0,1.0,0.0,0.0
551,['Verizon Galaxy S9 S9 and Note 8 Updated With December Security Patch'],0.0,0.806,0.194,0.34
552,['Verizon Updates Samsung Galaxy S7 S7 Edge LG V30'],0.0,1.0,0.0,0.0
553,['Lots of Galaxy Phones on TMobile are Getting Security Patch Updates'],0.0,0.806,0.194,0.34
554,['Samsungs Pie Update Roadmap Wont Make You Envious of Galaxy Owners'],0.0,0.846,0.154,0.2057
555,['Samsung Provides Different Pie Update Roadmap Galaxy Note 9 and Note 8 Bumped Up a Month'],0.0,1.0,0.0,0.0
556,['Samsung has another Pie roadmap with Galaxy Note 9 and Note 8 bumped up a month '],0.0,1.0,0.0,0.0
557,['Actual Photo of Galaxy S10 Emerges Hole Punch Notch and All'],0.0,1.0,0.0,0.0
558,['I Just Need Samsung to Ditch the Curved Display Now galaxys10 '],0.0,1.0,0.0,0.0
559,['Oh This the Galaxy S10 galaxys10 ']---,0.0,1.0,0.0,0.0
560,['TMobile Galaxy Note 9 Note 8 Get RCS Universal Profile 10 Support'],0.0,1.0,0.0,0.0
561,['TMobile Galaxy Note 9 Note 8 get RCS Universal Profile 10 support'],0.0,1.0,0.0,0.0
562,['Samsung is Announcing the Galaxy S10 on February 20 galaxys10 '],0.0,1.0,0.0,0.0
563,['10 Years of Samsung Galaxy S Phones Which Stands Out the Most galaxys10 '],0.0,1.0,0.0,0.0
564,['Galaxy S10 unveiling confirmed for February 20 '],0.0,1.0,0.0,0.0
565,['There has been a ton of different Galaxy phones from Samsung over the years Which one stands out the most to you'],0.0,1.0,0.0,0.0
566,['Verizon Galaxy S8 S8 Get December Security Patch'],0.0,0.745,0.255,0.34
567,['DEAL Samsung Galaxy Note 9 S9 S9 All 200 Off With Up to 300 Off in Trades deals '],0.0,1.0,0.0,0.0
568,['Samsungs 5G Galaxy S10 Might Add an X to Its Name Go Nuts With Specs galaxys10 '],0.133,0.867,0.0,-0.3182
569,['Heres Everything We Know About Samsungs GalaxyS10 so Far'],0.0,1.0,0.0,0.0
570,['Reported specs for the Galaxy S10 X are nuts '],0.223,0.777,0.0,-0.3182
571,['Everything we know about the Galaxy S10 and all of its variants in one handy dandy post '],0.0,1.0,0.0,0.0
572,['Galaxy S8 S8 Note 8 One UI Beta Now Open in Select Markets'],0.0,1.0,0.0,0.0
573,['DEAL Unlocked Galaxy S9 at 525 is a Good Price galayxs9 '],0.0,0.775,0.225,0.4404
574,['Wow Look at These Galaxy S10 Cases']--,0.0,1.0,0.0,0.0
575,['Verizon LG V30 Galaxy S8 and S8 Updated With January Security Patch'],0.0,0.821,0.179,0.34
576,['Heres the Galaxy S10 E Galaxy S10 and Galaxy S10 '],0.0,1.0,0.0,0.0
577,['DEAL US Unlocked Galaxy Note 9 is 754 at Amazon Today 245 Off galaxynote9 '],0.0,0.884,0.116,0.1779
578,['Unlocked Galaxy Note 9 is even cheaper now than it was earlier today 270 off'],0.0,1.0,0.0,0.0
579,['Galaxy S10 With 5G Reported to Cost Over 1500'],0.0,1.0,0.0,0.0
580,['Haha What Galaxy S10 Leak Reveals a Blockchain KeyStore galaxys10 '],0.211,0.789,0.0,-0.34
581,['Is a 1500 Galaxy S10 with 5G connectivity DOA'],0.0,1.0,0.0,0.0
582,['Blockchain KeyStore spotted in Galaxy S10 software '],0.0,1.0,0.0,0.0
583,['A Spicy New Look at the Galaxy S10 and Galaxy S10 galaxys10 '],0.0,1.0,0.0,0.0
584,['This is our best look at the Galaxy S10 and S10 yet '],0.0,0.741,0.259,0.6369
585,['Android Pie Beta Now Open to US Galaxy S8 S8 and Note 8'],0.0,1.0,0.0,0.0
586,['Samsung Galaxy S9 Gets Android Pie One UI Update on First US Carrier galaxys9 '],0.0,1.0,0.0,0.0
587,['Galaxy S9 on Xfinity Mobile getting Android Pie One UI update '],0.0,1.0,0.0,0.0
588,['Samsung Just Made a 1TB UFS 21 Chip for Smartphones Probably the Galaxy S10 galaxys10  '],0.0,1.0,0.0,0.0
589,['You buying the 1TB Galaxy S10']-------,0.0,1.0,0.0,0.0
590,['Galaxy Buds Reported to Launch Alongside Galaxy S10'],0.0,1.0,0.0,0.0
591,['Verizon Galaxy S9 S9 Now Getting Android Pie and One UI Update galaxys9 '],0.0,1.0,0.0,0.0
592,['Samsung Galaxy Buds reported to launch with the Galaxy S10 '],0.0,1.0,0.0,0.0
593,['Verizon Galaxy S9 and S9 get updated with Pie and One UI '],0.0,1.0,0.0,0.0
594,['Sprint Galaxy S9 Gets Android Pie One UI Update Too galaxys9 '],0.0,1.0,0.0,0.0
595,['Heres a HighRes Image of the Galaxy S10 galaxys10 '],0.0,1.0,0.0,0.0
596,['Weve Got a First Galaxy Note 9 Pie Update in the US galaxynote9 '],0.0,1.0,0.0,0.0
597,['So many GalaxyS10 pics today']--------,0.0,1.0,0.0,0.0
598,['Sprint and ATampT Galaxy S9 phones all got Pie and One UI updates today'],0.0,1.0,0.0,0.0
599,['Highres Galaxy S10 and S10 images are here'],0.0,1.0,0.0,0.0
600,['Heres the Galaxy S10e the Lower Cost Model'],0.239,0.761,0.0,-0.296
601,['DEAL Samsung Galaxy Note 9 S9 and S9 are 150 Off deals '],0.0,1.0,0.0,0.0
602,['Verizon Moto G6 G6 Play LG V40 Galaxy Note 8 and RED Hydrogen One Get Security Patches'],0.0,0.745,0.255,0.5859
603,['Heres the Galaxy S10e the lower cost S10 model '],0.196,0.804,0.0,-0.296
604,['Samsung Galaxy S10 Galaxy S10 Stop by the FCC galaxys10 '],0.18,0.82,0.0,-0.296
605,['Your Next Galaxy Note S Pen May Double as a Camera'],0.0,1.0,0.0,0.0
606,['Reverse Wireless Charging in the Galaxy S10OK galaxys10 '],0.0,1.0,0.0,0.0
607,['A First Look at the Galaxy S10 InDisplay Fingerprint Reader is Here'],0.0,1.0,0.0,0.0
608,['Galaxy S10 may have reverse wireless charging and thats not really as cool as you think'],0.126,0.874,0.0,-0.2887
609,['Galaxy S10 indisplay fingerprint reader probably confirmed'],0.0,1.0,0.0,0.0
610,['A Fresh Clean HighRes Look at Samsungs Galaxy S10 and Galaxy S10e'],0.0,0.667,0.333,0.6124
611,['TMobile Galaxy S9 S9 Get Android 9 Pie Update and RCS Universal Profile 10'],0.0,1.0,0.0,0.0
612,['Galaxy S10 S10 S10e Finalized Specs Reportedly Detailed in Full'],0.0,1.0,0.0,0.0
613,['Samsungs Galaxy S10 Arrives March 8 Get Up to 550 Off With Trade if You Reserve Now'],0.0,1.0,0.0,0.0
614,['Specs galore for the Galaxy S10 S10 and S10e '],0.0,1.0,0.0,0.0
615,['You can already reserve your Galaxy S10 from Samsung '],0.0,1.0,0.0,0.0
616,['TMobile Galaxy S9 Pie update is back and rolling out'],0.0,1.0,0.0,0.0
617,['Haha This Galaxy S10 Screen Protector has a Giant Hole'],0.0,1.0,0.0,0.0
618,['TMobile Galaxy S9 S9 units getting that Pie update once again '],0.0,1.0,0.0,0.0
619,['Our First Look at the Galaxy S10 in Luxurious Ceramic White'],0.0,1.0,0.0,0.0
620,['Unlocked Galaxy S9 Comes in Last Again With Big Updates'],0.0,1.0,0.0,0.0
621,['Samsung Outs Its Entire New Galaxy Wearable Line Early'],0.0,1.0,0.0,0.0
622,['DEAL 300 Off Unlocked Samsung Galaxy Note 9 Today With Code galaxynote9 '],0.0,1.0,0.0,0.0
623,['US Unlocked Galaxy S9 S9 Now Receiving Android Pie One UI Update'],0.0,1.0,0.0,0.0
624,['This Galaxy S10 S10 Video Wasnt Supposed to Arrive This Early galaxys10 '],0.0,1.0,0.0,0.0
625,['Whitestone Screen Protector 2Pack for Galaxy S10 Costs 60 Doesnt Have Giant Hole'],0.0,1.0,0.0,0.0
626,['Galaxy S10 leaks on Galaxy S10 leaks'],0.0,1.0,0.0,0.0
627,['We know of at least 1 screen protector thatll work properly with the Galaxy S10'],0.0,1.0,0.0,0.0
628,['And Heres a Samsung Galaxy S10 Promo Video Leak '],0.231,0.769,0.0,-0.34
629,['Samsung Galaxy Fold Samsung Galaxy Fold'],0.0,1.0,0.0,0.0
630,['Galaxy S10 promo videos are here and the phone hasnt been announced yet galaxys10 '],0.0,1.0,0.0,0.0
631,['GALAXY FOLD']-------------------------,0.0,1.0,0.0,0.0
632,['Watch Samsungs Galaxy S10 Galaxy Fold Event Live at 11AM Pacific'],0.0,1.0,0.0,0.0
633,['Here is the Samsung Galaxy Fold galaxyfold '],0.0,1.0,0.0,0.0
634,['Samsung reveals Galaxy Fold and S10 5G '],0.0,1.0,0.0,0.0
635,['Official Specs Samsung Galaxy S10 S10 S10 5G and S10e galaxys10 '],0.0,1.0,0.0,0.0
636,['Samsung Announces New Galaxy Watch Active Galaxy Fit and Galaxy Buds'],0.0,0.634,0.366,0.6369
637,['Samsung Announces Galaxy S10 Family Starting at 900 galaxys10 '],0.0,1.0,0.0,0.0
638,['Poll Which GalaxyS10 are You Buying']-,0.0,1.0,0.0,0.0
639,['Samsung Galaxy Fold The internet reacts '],0.0,1.0,0.0,0.0
640,['OMG We Played With the Galaxy S10 Galaxy S10and S10e galaxys10 '],0.0,0.821,0.179,0.34
641,['Poll Are You Buying a Galaxy Fold']---,0.0,1.0,0.0,0.0
642,['Galaxy S10 Availability Pricing Deals All Carriers Up to 1600 galaxys10 '],0.0,1.0,0.0,0.0
643,['The Galaxy Fold galaxyfold']----------,0.0,1.0,0.0,0.0
644,['The Galaxy S10 galaxys10 ']-----------,0.0,1.0,0.0,0.0
645,['Galaxy S10 family specs']-------------,0.0,1.0,0.0,0.0
646,['The Galaxy Watch and Galaxy Buds']----,0.0,1.0,0.0,0.0
647,['We played with the Galaxy S10 family'],0.0,0.714,0.286,0.34
648,['Poll You buying a Galaxy S10 Which one'],0.0,1.0,0.0,0.0
649,['Galaxy S10 early preorder emails going out to those who reserved'],0.0,1.0,0.0,0.0
650,['Poll You buying a Galaxy Fold']-------,0.0,1.0,0.0,0.0
651,['Galaxy S10 preorders are opening any minute  here are the prices deals etc galaxys10 '],0.0,1.0,0.0,0.0
652,['Samsung on whether you can end calls on the GalaxyFold by snapping it shut like the old flip phones '],0.0,0.884,0.116,0.3612
653,['I Went Galaxy S10e Traded in a Galaxy S9 and Will Pay Just 200 galaxys10e '],0.091,0.909,0.0,-0.1027
654,['Galaxy S10 Bixby Button is Remappable Out of the Box'],0.0,1.0,0.0,0.0
655,['Galaxy S10 Wallpapers are Available for Download'],0.0,1.0,0.0,0.0
656,['Is the Galaxy Fold Bad galaxyfold ']--,0.368,0.632,0.0,-0.5423
657,['Galaxy S10 DxOMark Camera Ranking is Really Really Good'],0.0,1.0,0.0,0.0
658,['Buying a Galaxy S10e for 200 seems like a good bargain '],0.0,0.493,0.507,0.7351
659,['Galaxy S10 Bixby button is completely remappable right out of the box '],0.0,1.0,0.0,0.0
660,['Galaxy S10 wallpapers are now downloadable for all to enjoy '],0.0,0.758,0.242,0.4939
661,['We Investigate Is the Galaxy Fold bad'],0.0,1.0,0.0,0.0
662,['DxOMarks Galaxy S10 camera ranking makes it sound like an incredible shooter '],0.0,0.828,0.172,0.3612
663,['DEAL PreOrder New Galaxy Watch Active Get a Free 60 Wireless Charging Pad galaxywatchactive '],0.0,0.667,0.333,0.7184
664,['Samsung Releases the Galaxy Fold HandsOn Video You Wanted galaxyfold '],0.0,1.0,0.0,0.0
665,['Everyone see Samsungs new Galaxy Fold video It shows a lot of the device in action'],0.0,1.0,0.0,0.0
666,['If Youre Planning to Buy a Galaxy Fold Note That Supplies Will be Limited'],0.0,1.0,0.0,0.0
667,['Galaxy Note 10 Rumored to Sport 4 Rear Cameras Just Like the Galaxy S10 5G'],0.0,0.839,0.161,0.3612
668,['Buying the Galaxy Fold will be unlike most Samsung products '],0.0,1.0,0.0,0.0
669,['4 rear cameras on the Galaxy Note 10 Sounds good '],0.0,0.775,0.225,0.4404
670,['Verizon Galaxy S9 S9 and Moto Z2 Play Updated With February Security Patch'],0.0,0.696,0.304,0.5859
671,['DEAL Galaxy S10 S10 PreOrders Now Include 130 Gift Certificate galaxys10 '],0.0,0.791,0.209,0.4404
672,['Galaxy S10 S10 preorders now come with a 130 gift certificate galaxys10 '],0.0,0.791,0.209,0.4404
673,['Poll Screen Protector or Nah galaxys10 '],0.189,0.811,0.0,-0.1027
674,['TMobile Galaxy Note 9 Receiving Pie Update'],0.0,1.0,0.0,0.0
675,['Netflix Certifies Galaxy S10 Lineup for HDR Support'],0.0,1.0,0.0,0.0
676,['VIDEO Galaxy S10e Unboxing']----------,0.0,1.0,0.0,0.0
677,['TMobile Galaxy Note 9 gets Pie update '],0.0,1.0,0.0,0.0
678,['We unbox the Galaxy S10e In Canary Yellow Hot '],0.0,1.0,0.0,0.0
679,['Galaxy S10 preorders are shipping early galaxys10 '],0.0,1.0,0.0,0.0
680,['DisplayMate Praises Galaxy S10 Most Color Accurate Display We Have Ever Tested'],0.0,0.764,0.236,0.5267
681,['We unboxed and went handson with the Galaxy S10e last week Its very bright '],0.0,0.814,0.186,0.4927
682,['Galaxy S10 preorders are shipping out and will hit doorsteps a couple days early'],0.0,1.0,0.0,0.0
683,['Galaxy S10 receives A grade from DisplayMate '],0.0,1.0,0.0,0.0
684,['Verizon Galaxy S8 S8 and Note 8 Receive February Security Patch'],0.0,0.789,0.211,0.34
685,['Galaxy S10e First 10 Things to Do']---,0.0,1.0,0.0,0.0
686,[' Full review for Galaxy S10 will be 855 for sure but not sure about the 10e It will likely be a mi '],0.0,0.82,0.18,0.5574
687,['February patch rolling out to Verizon Galaxy S8 S8 and Note 8 '],0.0,1.0,0.0,0.0
688,['Weve got the first 10 things you should do with the Galaxy S10e '],0.0,1.0,0.0,0.0
689,['Report Your Samsung Galaxy Depreciates at Alarming Rate 42 in Month One'],0.12,0.88,0.0,-0.128
690,['iFixit Tears Down the Galaxy S10 Lineup Finds Self Repairability to be a Nightmare'],0.137,0.863,0.0,-0.2263
691,['Probably Running Out of Time to Get 550 Off for Trades on Galaxy S10 galaxys10 '],0.0,1.0,0.0,0.0
692,['VIDEO Galaxy S10 Unboxing']-----------,0.0,1.0,0.0,0.0
693,['Your Galaxy S10 PreOrders are Here First Reactions GalaxyS10 '],0.0,1.0,0.0,0.0
694,['We unbox the Galaxy S10 in Ceramic White'],0.0,1.0,0.0,0.0
695,['Galaxy S10 preorders are arriving at the door What are your first impressions'],0.0,1.0,0.0,0.0
696,['DEAL Samsungs Excellent Galaxy Buds 25 Off at ATampT'],0.0,0.684,0.316,0.5719
697,['Galaxy S10 Owners Treated to 6 Months of Spotify Premium 4 Months of YouTube Premium'],0.0,1.0,0.0,0.0
698,['Ankers 10W Fast Wireless Charger at 1299 is Here for Your New GalaxyS10'],0.0,1.0,0.0,0.0
699,['Galaxy S10 First 10 Things to Do']----,0.0,1.0,0.0,0.0
700,['Galaxy S10e Some of Its Cool Sht You May Not Know About galaxys10e '],0.0,0.85,0.15,0.3182
701,['We have the first 10 things to do with the Galaxy S10 and S10 '],0.0,1.0,0.0,0.0
702,['Here are a few Galaxy S10e tricks you may not have known about '],0.111,0.889,0.0,-0.128
703,['Verizon Galaxy Note 9 Android Pie Update is Ready'],0.0,1.0,0.0,0.0
704,['20 Galaxy S10 S10 amp S10e Tips and Tricks galaxys10 '],0.13,0.87,0.0,-0.128
705,['Weve got 20 tips amp tricks for the whole Galaxy S10 family'],0.12,0.88,0.0,-0.128
706,['DEAL US Unlocked Galaxy Note 9 Down to 719 at Amazon 280 off'],0.0,0.866,0.134,0.1779
707,['Samsung Galaxy S10 Review Mostly Excellence Slight Disappointment'],0.0,0.631,0.369,0.6249
708,['280 off the Galaxy Note 9 right now at Amazon'],0.0,1.0,0.0,0.0
709,['Our Galaxy S10 review is here galaxys10 '],0.0,1.0,0.0,0.0
710,['Samsung Galaxy S10e Review Yo This is the Phone galaxys10e '],0.0,1.0,0.0,0.0
711,['You Need These Wallpapers That Embrace Your GalaxyS10 Display Cutout'],0.0,0.796,0.204,0.3182
712,['You Still Have Time to Take Advantage of Samsungs 550 Tradein Offer for the Galaxy S10'],0.0,0.882,0.118,0.25
713,['Our Galaxy S10e review is up We like it '],0.0,0.783,0.217,0.3612
714,['This collection of wallpapers embrace the Galaxy S10s display cutout '],0.0,0.813,0.187,0.3182
715,['In this weeks podcast we cover our Galaxy S10 reviews and the launch of Android Q'],0.0,1.0,0.0,0.0
716,['Samsung still offering up to 550 in tradein credit towards the purchase of a Galaxy S10 '],0.0,0.852,0.148,0.3818
717,['Heres the 2000 ATampT Samsung Galaxy Fold Being Fondled galaxyfold '],0.0,1.0,0.0,0.0
718,['ATampT Galaxy Fold in the wild sports a sweet display crease'],0.0,0.75,0.25,0.4588
719,['DEAL Samsung Wireless Charging Pad is 15 10000mAh Fast Battery Pack is 16 galaxys10 '],0.0,1.0,0.0,0.0
720,['Samsungs 550 Off TradeIn Galaxy S10 Deal is Still Live Plus BOGO ATampT and Verizon galaxys10 '],0.0,1.0,0.0,0.0
721,['Energy Ring for Galaxy S10 S10e Brings a Battery Indicator to Your Displays Cutout'],0.0,1.0,0.0,0.0
722,['Sprint Galaxy S8 S8 and Note 8 Updated to Pie'],0.0,1.0,0.0,0.0
723,['Energy Ring app turns your Galaxy S10 S10e display cutout into a battery level indicator '],0.0,1.0,0.0,0.0
724,['Here is the Galaxy FoldFolding galaxyfold '],0.0,1.0,0.0,0.0
725,['Report Galaxy Note 10 Coming in August May Have No Physical Buttons'],0.167,0.833,0.0,-0.296
726,['Samsung shows the Galaxy Fold can fold a lot of times '],0.0,1.0,0.0,0.0
727,['Report says the Galaxy Note 10 may have no physical buttons '],0.167,0.833,0.0,-0.296
728,['That Energy Ring app now supports the Galaxy S10 too Sweet'],0.0,0.662,0.338,0.5574
729,['Fresh Pie Updates for TMobile ATampT Galaxy Note 8 and S8 Phones are Here'],0.0,1.0,0.0,0.0
730,['TMobile ATampT Galaxy Note 8 and S8 phones are getting that fresh slice of Pie '],0.0,0.859,0.141,0.3182
731,['Galaxy S7 is Old so Itll Now Only Get Quarterly Security Updates galaxys7 '],0.0,0.844,0.156,0.34
732,['We Know When You Can Start Buying the Galaxy S10 5G galaxys105g '],0.0,1.0,0.0,0.0
733,['Video Need a Case for Your Galaxy S10 There Are Lots of Options to Choose From'],0.0,1.0,0.0,0.0
734,['Galaxy S10 5G availability begins April 5 in South Korea '],0.0,1.0,0.0,0.0
735,['VIDEO 26 minutes worth of cases for the Galaxy S10 '],0.0,0.84,0.16,0.2263
736,['Verizon Galaxy S7 S7 Edge S9 and S9 Receive March Security Patch'],0.0,0.821,0.179,0.34
737,['DEAL Samsung Will Give You 200 TradeIn Value Towards Galaxy S10 for Any Android Device Even If Its Cracked'],0.0,0.882,0.118,0.34
738,['Verizons Galaxy S8 and Note 8 Join the Pie One UI Update Party'],0.0,0.833,0.167,0.296
739,['Verizon Galaxy S8 Note 8 get that Pie and One UI '],0.0,1.0,0.0,0.0
740,['Video 5 Reasons to Buy the Galaxy S10S10'],0.0,1.0,0.0,0.0
741,['Report Verizon Galaxy S10 5G Goes on Sale April 18'],0.0,1.0,0.0,0.0
742,['VIDEO 5 reasons you should buy the Galaxy S10S10'],0.0,1.0,0.0,0.0
743,['Report says Verizons Galaxy S10 5G will go on sale starting April 18 '],0.0,1.0,0.0,0.0
744,['TMobile Galaxy Note 8 Pie One UI Update is Here'],0.0,1.0,0.0,0.0
745,['DEAL Get an Unlocked Galaxy S9 for 499 Galaxy S9 for 599 100 Off'],0.0,1.0,0.0,0.0
