,0,neg,neu,pos
181,['China trade deal isnt going well We are in a trade war scenario and the first economy to fall loses the negotiating power China is subsidizing their economy and we have to do the same to compete It seems pretty obvious QTRResearch NorthmanTrader PeterSchiff20190330 14101100000'],0.156,0.781,0.062
182,['Uh oh looks like he finally realized the stock market has been stagnant for the last year since his tax cut and trade war with China went into effect His great economy talk may have fooled his base but it cant fool the market The Trump recession has already begun20190330 14093300000'],0.156,0.722,0.122
183,['Totally Its like they didnt see a trade war induced slowdown coming20190330 14063300000'],0.0,0.639,0.361
184,['Leadership Thoughts How Much Did Trumps Trade War Cost You Youll Never Guess  pictwittercomFPwb5GRan720190330 14020200000'],0.218,0.782,0.0
185,['EU will seek to punish UK attempt to cripple UK economically one of the few countries that helps to counter countries like RussiaChina all the while the EU is smooching China taking advantage of USChina trade war  will then position themselves to try to get US sell out UK20190330 14015800001'],0.123,0.758,0.12
186,['Need to brush up on the latest from the trade war before that classy dinner this evening Check out the first of our SupChina Quarterly Red Papers with the latest on Sinoglobal relations 25 or FREE with ACCESS membership 888month or 88year  14015700000'],0.077,0.787,0.136
187,['Exactly what has he done Continued economic growth  lowering unemployment that has been consistent since 2010 NK hasnt disarmed any nuclear warheads He has initiated a trade war that has resulted in higher prices for goods to consumers  the payment of subsidies to farmers20190330 14011500000'],0.171,0.778,0.051
188,['There is plenty to support Vietnamese growth over the next few years As companies move out of Korea Japan Singapore or China Vietnam may be a beneficiary Vietnam China tradewar FDI supplychains SEAsia ASEAN  pictwittercomNrUhP7LPSb20190330 14003200000'],0.0,0.792,0.208
189,['Why the USChina trade war spells disaster for the Amazon  20190330 13581900002'],0.428,0.481,0.091
190,['Mayor exportacin de soya brasilea a China por guerra comercial con Estados Unidos Amenaza de ms deforestacin en la Amazonia Trade war imperils Amazon rainforest experts warn  20190330 13581300000'],0.166,0.781,0.053
191,['EU inability to contest China while also taking advantage of USChina trade war to expand trade with China show how sincere EU is to play it role to counter aggressive ChinaRussian expansion While refusing to do FTA with UKUS whom do counter RUSCHI  20190330 13555000000'],0.19,0.646,0.164
192,['Indonesia must seize trade war opportunity  20190330 13545400000'],0.307,0.472,0.22
193,['Trump admins trade war demands could be faltering because they havent been translated into Chinese says expert  20190330 13522500000'],0.178,0.822,0.0
194,['Chinese and US negotiators are working linebyline through the text of an agreement to end the trade war   via bpolitics20190330 13504300000'],0.149,0.728,0.123
195,['Same place their infrastructure plan is and somewhere behind the solution to the trade war with China who just ordered planes from the EU All in a dark and lonely place20190330 13495900000'],0.174,0.763,0.063
196,['Republicans are blocking the release of the MuellerReport defunding the Special Olympics to pay for millionaire tax cuts providing farmers w more handouts bc of their stupid trade war  suing to take healthcare away from millions of Americans America deserves better20190330 13482500000'],0.298,0.65,0.052
197,['The trade war has resulted in a big hit to the US economy and a trust deficit that could indeed evolve into an unproductive technology war on many levels Candid dialoguecooperation by the first and second largest economies in the world is needed Amb Allen gets it20190330 13453600000'],0.188,0.753,0.059
198,['I personally know 3 different families who had to close their businesses because of new steel tariffs I know farmers who lost their buyers since Trumps trade war started My taxes went up but for those more fortunate the cost of goodsservices is increasing faster than wages20190330 13441900000'],0.08,0.837,0.083
199,['Chinese owner of gay dating app Grindr is dragged into the USChina trade war  20190330 13425400000'],0.267,0.733,0.0
200,['His trade war comments remind me of who knew health care was so complicated20190330 13395000000'],0.194,0.647,0.159
201,['In an ironic twist President Trumps trade war with China has been a boon for Mexico   via bpolitics20190330 13314200001'],0.252,0.748,0.0
